subjects,S,condition,R,rt
10,right,intoxicated,left,0.406300816
10,left,hangover,right,0.325864906
10,right,intoxicated,right,0.330813186
10,left,hangover,right,0.33963282
10,left,intoxicated,left,0.557647077
10,right,intoxicated,left,0.42873399
10,right,hangover,right,0.315191212
10,left,intoxicated,right,0.461583059
10,right,hangover,left,0.37927271
10,left,hangover,right,0.351521497
10,left,intoxicated,left,0.34183304
10,right,hangover,left,0.347578488
10,right,intoxicated,right,0.580713774
10,left,hangover,left,0.408385735
10,left,hangover,right,0.337224002
10,right,intoxicated,right,0.403374515
10,right,intoxicated,right,0.366852539
10,right,intoxicated,right,0.530304008
10,right,intoxicated,right,0.648337785
10,right,intoxicated,left,0.308626277
10,left,intoxicated,left,0.497565633
10,left,hangover,right,0.332033499
10,right,hangover,left,0.364059569
10,right,intoxicated,right,0.370814797
10,right,hangover,left,0.39710811
10,left,hangover,right,0.331864308
10,right,intoxicated,left,0.324564005
10,left,intoxicated,left,0.387239163
10,left,intoxicated,right,0.330276946
10,left,hangover,right,0.393885512
10,right,intoxicated,right,0.363731303
10,left,hangover,left,0.434641274
10,left,hangover,left,0.364828836
10,right,intoxicated,left,0.42044553
10,right,hangover,right,0.431845802
10,right,intoxicated,right,0.355306129
10,left,intoxicated,left,0.317562202
10,right,intoxicated,right,0.320101992
10,left,intoxicated,left,0.324201954
10,right,hangover,left,0.395915992
10,left,hangover,left,0.634233352
10,left,hangover,right,0.354801747
10,right,hangover,left,0.508839349
10,left,hangover,left,0.309604454
10,right,hangover,left,0.31501984
10,left,intoxicated,right,0.62850883
10,left,intoxicated,right,0.314638994
10,right,hangover,right,0.318068735
10,left,intoxicated,right,0.68819469
10,right,intoxicated,right,0.36877994
10,left,intoxicated,left,0.529763836
10,right,hangover,right,0.377618614
10,right,hangover,left,0.401753886
10,left,hangover,left,0.330700049
10,right,intoxicated,right,0.332758775
10,right,hangover,right,0.388877972
10,left,hangover,left,0.469975514
10,left,hangover,left,0.33286469
10,left,intoxicated,left,0.408848012
10,right,intoxicated,left,0.501901908
10,left,hangover,left,0.454153821
10,right,intoxicated,right,0.311860858
10,right,intoxicated,left,0.377556687
10,right,hangover,right,0.357878557
10,right,intoxicated,left,0.347709671
10,right,intoxicated,right,0.352930566
10,right,hangover,right,0.362762481
10,right,intoxicated,left,0.58770451
10,right,hangover,right,0.582226287
10,right,hangover,left,0.429670427
10,left,hangover,right,0.322696978
10,right,hangover,left,0.575192885
10,right,intoxicated,left,0.393777709
10,left,intoxicated,left,0.611208883
10,right,hangover,right,0.435034966
10,left,intoxicated,left,0.349295167
10,left,intoxicated,left,0.447018268
10,left,hangover,left,0.33275103
10,right,intoxicated,left,0.505120538
10,left,intoxicated,left,0.419076752
10,right,hangover,right,0.352079939
10,left,intoxicated,left,0.401300435
10,left,intoxicated,right,0.372198541
10,left,hangover,left,0.381321603
10,left,intoxicated,right,0.664617987
10,right,intoxicated,right,0.395034234
10,left,intoxicated,left,0.359061273
10,right,intoxicated,right,0.341347863
10,left,intoxicated,left,0.352241681
10,right,hangover,right,0.386844784
10,right,hangover,left,0.303120514
10,left,hangover,right,0.420197555
10,right,hangover,right,0.749184835
10,left,intoxicated,left,0.320517463
10,right,hangover,right,0.456300082
10,right,hangover,left,0.596761376
10,left,intoxicated,left,0.398305281
10,right,hangover,right,0.41414954
10,left,intoxicated,left,0.406860808
10,right,intoxicated,right,0.378647426
10,right,intoxicated,right,0.649827542
10,right,hangover,left,0.365056162
10,left,hangover,left,0.330246316
10,right,intoxicated,right,0.385660783
10,right,hangover,left,0.315656775
10,left,hangover,left,0.437831409
10,left,intoxicated,right,0.460489696
10,right,hangover,right,0.789115102
10,right,hangover,right,0.377337615
10,left,intoxicated,right,0.538912546
10,right,intoxicated,left,0.338313667
10,right,intoxicated,right,0.49636403
10,left,intoxicated,left,0.468850599
10,right,hangover,left,0.434822361
10,right,hangover,left,0.417977119
10,right,hangover,left,0.332679962
10,left,intoxicated,left,0.558125304
10,left,intoxicated,left,0.411848637
10,right,hangover,right,0.392781002
10,left,hangover,left,0.415756407
10,left,intoxicated,left,0.357608424
10,right,hangover,right,0.349946439
10,left,intoxicated,left,0.449454768
10,right,intoxicated,right,0.342499212
10,right,hangover,left,0.467656725
10,left,hangover,left,0.758967055
10,right,intoxicated,right,0.376734737
10,left,intoxicated,right,0.387560861
10,right,hangover,right,0.628383951
10,right,hangover,right,0.388344156
10,left,hangover,left,0.329319835
10,right,hangover,right,0.33186476
10,left,intoxicated,left,0.395104851
10,left,hangover,right,0.36298257
10,left,intoxicated,left,0.473782317
10,right,intoxicated,right,0.383030973
10,left,intoxicated,right,0.364590601
10,right,hangover,right,0.431778694
10,left,intoxicated,left,0.343935664
10,left,hangover,right,0.424098951
10,left,intoxicated,left,0.525626827
10,left,hangover,right,0.417065604
10,left,hangover,right,0.342946326
10,left,hangover,right,0.584664771
10,right,hangover,left,0.463818138
10,left,intoxicated,left,0.304648105
10,left,hangover,left,0.577970844
10,right,hangover,right,0.322549723
10,right,hangover,right,0.458034884
10,right,hangover,right,0.339215343
10,right,hangover,right,0.361465321
10,right,intoxicated,right,0.541378652
10,right,intoxicated,right,0.630593137
10,right,intoxicated,right,0.381130158
10,left,hangover,right,0.325990758
10,left,intoxicated,left,0.350119454
10,left,hangover,right,0.318884458
10,right,intoxicated,right,0.380851774
10,left,intoxicated,left,0.310023397
10,right,hangover,left,0.462358155
10,right,hangover,left,0.36527357
10,right,intoxicated,left,0.421677718
10,left,hangover,right,0.660597506
10,right,hangover,right,0.347069994
10,left,intoxicated,left,0.354223025
10,right,hangover,right,0.406709206
10,right,hangover,right,0.332270812
10,left,intoxicated,left,0.52387868
10,left,intoxicated,right,0.348037481
10,left,intoxicated,left,0.346300665
10,left,hangover,left,0.3727199
10,right,hangover,right,0.393381953
10,left,intoxicated,left,0.320607853
10,left,hangover,right,0.416199809
10,right,hangover,left,0.328854221
10,right,intoxicated,right,0.680651017
10,left,hangover,right,0.344181214
10,right,intoxicated,right,0.349533676
10,left,hangover,right,0.349399015
10,left,hangover,left,0.43623306
10,left,hangover,right,0.41172166
10,left,intoxicated,left,0.431957399
10,left,hangover,left,0.500835419
10,right,intoxicated,right,0.570952177
10,right,hangover,left,0.423329752
10,left,hangover,left,0.313828699
10,left,intoxicated,left,0.396910319
10,left,intoxicated,left,0.306335465
10,right,hangover,left,0.489177862
10,right,hangover,right,0.491484458
10,left,intoxicated,left,0.332540555
10,right,intoxicated,right,0.435690728
10,left,intoxicated,left,0.424416472
10,right,hangover,left,0.427567475
10,left,hangover,right,0.578252551
10,right,intoxicated,right,0.323219535
10,left,intoxicated,right,0.458265441
10,right,hangover,left,0.357864072
10,left,hangover,right,0.607799979
10,left,intoxicated,right,0.30429023
10,right,hangover,right,0.767501095
10,left,hangover,left,0.353876451
10,right,intoxicated,left,0.348041543
10,left,intoxicated,left,0.429984411
10,right,intoxicated,left,0.314274233
10,left,intoxicated,right,0.537194205
10,right,hangover,left,0.331720208
10,right,intoxicated,right,0.489377502
10,left,hangover,left,0.602665582
10,right,hangover,left,0.389818214
10,right,hangover,right,0.623486069
10,right,hangover,right,0.310869198
10,left,hangover,left,0.626971346
10,right,hangover,left,0.423064218
10,left,intoxicated,left,0.335733961
10,left,hangover,left,0.33375114
10,left,intoxicated,left,0.44049895
10,right,intoxicated,right,0.403784319
10,right,intoxicated,right,0.516614951
10,left,hangover,left,0.479447615
10,right,hangover,right,0.423679532
10,left,hangover,right,0.405347896
10,left,hangover,left,0.313442488
10,right,hangover,right,0.319662438
10,left,intoxicated,right,0.407280105
10,right,intoxicated,left,0.350653525
10,left,hangover,right,0.519236532
10,right,hangover,left,0.417032549
10,right,intoxicated,right,0.324844344
10,right,hangover,right,0.330485998
10,left,intoxicated,left,0.312771346
10,left,intoxicated,left,0.314864214
10,left,hangover,right,0.47714056
10,right,intoxicated,right,0.360572859
10,right,intoxicated,right,0.441240082
10,left,intoxicated,right,0.339211894
10,right,intoxicated,right,0.309621028
10,right,intoxicated,left,0.438294604
10,right,intoxicated,left,0.331375209
10,left,hangover,right,0.350289152
10,right,intoxicated,right,0.329149922
10,left,hangover,right,0.45499773
10,left,intoxicated,left,0.417689798
10,right,intoxicated,right,0.310952952
10,right,intoxicated,left,0.342792411
10,right,hangover,right,0.699560699
10,left,hangover,left,0.311644989
10,left,hangover,right,0.42270145
10,right,hangover,left,0.309336918
10,left,hangover,left,0.713659885
10,left,intoxicated,right,0.648587549
10,left,intoxicated,right,0.594509019
10,left,hangover,right,0.435428671
10,right,hangover,left,0.375206842
10,left,hangover,left,0.544226831
10,left,intoxicated,left,0.346859354
10,right,intoxicated,left,0.392147715
10,right,intoxicated,right,0.350840165
10,left,hangover,right,0.352237083
10,right,hangover,right,0.535823374
10,right,hangover,right,0.466557439
10,right,intoxicated,left,0.410588438
10,left,hangover,left,0.509785531
10,right,hangover,left,0.343796797
10,left,intoxicated,left,0.382308831
10,right,intoxicated,right,0.360021775
10,right,hangover,right,0.354450212
10,right,intoxicated,left,0.341424621
10,right,intoxicated,right,0.396079064
10,right,intoxicated,right,0.405628029
10,left,intoxicated,left,0.352345084
10,right,hangover,right,0.41251787
10,left,hangover,right,0.30673743
10,left,hangover,left,0.319833709
10,right,hangover,right,0.381743343
10,left,hangover,left,0.317477465
10,left,hangover,left,0.725748861
10,left,hangover,right,0.330191285
10,left,intoxicated,left,0.316087521
10,left,intoxicated,left,0.406784035
10,left,hangover,left,0.342451644
10,right,hangover,left,0.433935174
10,left,hangover,left,0.537040162
10,right,intoxicated,right,0.383190553
10,right,hangover,left,0.342944132
10,right,intoxicated,right,0.396928617
10,right,intoxicated,left,0.448906844
10,left,intoxicated,left,0.356344634
10,right,intoxicated,right,0.606973295
10,left,intoxicated,left,0.48770855
10,left,intoxicated,left,0.374734526
10,left,hangover,right,0.367655812
10,left,intoxicated,left,0.341799253
10,left,intoxicated,left,0.489868172
10,left,hangover,left,0.378851655
10,left,hangover,left,0.35556571
10,right,hangover,right,0.388331625
10,left,hangover,left,0.3545856
10,right,intoxicated,left,0.630857623
10,right,hangover,left,0.445435808
10,right,intoxicated,right,0.342597871
10,right,intoxicated,left,0.719581665
10,right,intoxicated,right,0.814292567
10,left,intoxicated,left,0.376080531
10,left,hangover,right,0.332381142
10,left,hangover,right,0.521054923
10,right,intoxicated,right,0.402666491
10,left,intoxicated,left,0.398765401
10,left,hangover,right,0.410974985
10,left,intoxicated,left,0.379501806
10,right,hangover,left,0.40277
10,left,intoxicated,left,0.355951696
10,right,intoxicated,right,0.39516258
10,left,hangover,right,0.709731083
10,right,hangover,left,0.401167324
10,right,hangover,left,0.350438
10,left,hangover,left,0.4099074
10,left,intoxicated,left,0.412313812
10,right,intoxicated,right,0.306989938
10,right,hangover,right,0.592713976
10,left,hangover,left,0.355794766
10,right,hangover,right,0.498615845
10,right,intoxicated,left,0.371598159
10,right,hangover,left,0.372620358
10,right,intoxicated,left,0.359403803
10,left,hangover,left,0.326233554
10,left,hangover,left,0.375318153
10,left,intoxicated,right,0.350483316
10,right,hangover,right,0.497666168
10,right,intoxicated,left,0.687878923
10,left,intoxicated,left,0.346195571
10,left,hangover,left,0.332476195
10,right,intoxicated,right,0.345896662
10,left,hangover,right,0.440186534
10,right,intoxicated,right,0.334410984
10,right,intoxicated,right,0.518275916
10,right,hangover,right,0.326228188
10,right,intoxicated,left,0.345971765
10,right,hangover,left,0.362489302
10,left,hangover,left,0.519445866
10,left,intoxicated,right,0.530847377
10,left,hangover,left,0.350662192
10,left,intoxicated,left,0.37697292
10,left,intoxicated,right,0.342682473
10,right,intoxicated,right,0.393743117
10,left,intoxicated,left,0.583718417
10,right,intoxicated,left,0.484493662
10,left,hangover,left,0.565659222
10,left,hangover,left,0.331948466
10,left,intoxicated,left,0.412642198
10,left,intoxicated,right,0.466560536
10,left,intoxicated,left,0.334537331
10,right,intoxicated,right,0.456196554
10,right,hangover,left,0.323364562
10,left,hangover,left,0.310685154
10,right,intoxicated,left,0.446804287
10,left,hangover,right,0.33713341
10,right,hangover,left,0.507800227
10,left,intoxicated,left,0.331801208
10,left,hangover,left,0.338827072
10,left,intoxicated,left,0.377640177
10,left,hangover,right,0.416688716
11,left,hangover,left,0.467946247
11,left,hangover,right,0.345177051
11,left,hangover,right,0.414457186
11,right,intoxicated,right,0.30319842
11,left,intoxicated,left,0.329398962
11,right,intoxicated,right,0.321304199
11,left,hangover,right,0.388721431
11,left,hangover,right,0.52470668
11,left,hangover,left,0.324648944
11,left,intoxicated,left,0.308256856
11,right,intoxicated,left,0.366957579
11,right,hangover,left,0.337825916
11,right,intoxicated,left,0.339320229
11,right,intoxicated,right,0.527401964
11,left,hangover,left,0.563095626
11,left,hangover,right,0.412253507
11,left,hangover,left,0.603566391
11,left,intoxicated,right,0.797558766
11,right,hangover,right,0.550120986
11,left,hangover,right,0.515815179
11,right,hangover,right,0.302986677
11,left,hangover,left,0.316710022
11,right,intoxicated,right,0.443156739
11,right,intoxicated,left,0.470188352
11,left,intoxicated,left,0.51212603
11,right,intoxicated,left,0.405058415
11,right,hangover,right,0.379607214
11,left,intoxicated,left,0.36555126
11,right,intoxicated,right,0.354712339
11,left,hangover,left,0.343938859
11,left,intoxicated,left,0.307303871
11,right,intoxicated,right,0.312494512
11,right,hangover,right,0.409062789
11,left,hangover,right,0.405993453
11,right,intoxicated,left,0.322617661
11,right,intoxicated,right,0.391951795
11,left,hangover,left,0.367300267
11,right,intoxicated,right,0.443576382
11,left,hangover,left,0.406891743
11,right,hangover,left,0.424442701
11,right,intoxicated,right,0.322079115
11,left,intoxicated,right,0.513155329
11,left,hangover,left,0.342768962
11,left,intoxicated,left,0.326713028
11,right,intoxicated,right,0.323555096
11,left,intoxicated,left,0.317539295
11,right,hangover,right,0.409536276
11,right,hangover,left,0.730111341
11,left,intoxicated,left,0.463427995
11,left,hangover,right,0.339457154
11,left,intoxicated,left,0.387204366
11,right,hangover,right,0.291697452
11,right,intoxicated,right,0.301729675
11,right,hangover,left,0.406138623
11,right,hangover,right,0.318567046
11,right,intoxicated,right,0.334922419
11,left,hangover,left,0.380375682
11,right,hangover,left,0.452246044
11,right,intoxicated,right,0.569397924
11,left,hangover,left,0.449128119
11,left,intoxicated,right,0.450190434
11,left,hangover,left,0.316391269
11,left,hangover,left,0.374886714
11,right,hangover,right,0.351271752
11,right,intoxicated,left,0.425541165
11,left,hangover,left,0.427743531
11,left,hangover,left,0.431277057
11,right,hangover,right,0.345236143
11,left,intoxicated,left,0.347216984
11,left,intoxicated,left,0.461955292
11,right,intoxicated,right,0.305525411
11,left,hangover,right,0.319305523
11,left,hangover,right,0.524773097
11,right,hangover,right,0.839294187
11,right,intoxicated,left,0.323600453
11,right,intoxicated,right,0.29698181
11,right,intoxicated,right,0.329561937
11,left,intoxicated,left,0.29537471
11,right,intoxicated,right,0.383097751
11,right,intoxicated,right,0.777862196
11,right,hangover,right,0.586569793
11,left,hangover,left,0.355493334
11,right,intoxicated,right,0.356584564
11,right,hangover,left,0.419161963
11,right,intoxicated,right,0.350207958
11,right,hangover,right,0.302235673
11,left,intoxicated,left,0.406857326
11,left,hangover,left,0.573194677
11,right,hangover,right,0.402659087
11,left,hangover,left,0.332396714
11,left,intoxicated,left,0.478160029
11,right,hangover,left,0.563323753
11,left,hangover,right,0.449487138
11,right,intoxicated,right,0.49295069
11,right,hangover,right,0.755259572
11,left,hangover,left,0.391330333
11,left,intoxicated,left,0.359989352
11,left,intoxicated,right,0.440011589
11,left,intoxicated,left,0.451003778
11,left,hangover,left,0.431107759
11,left,hangover,right,0.601405465
11,left,hangover,right,0.317859424
11,right,hangover,right,0.334963125
11,left,hangover,left,0.670773455
11,left,hangover,left,0.35306364
11,right,hangover,right,0.327046293
11,right,hangover,right,0.354276926
11,left,hangover,left,0.534636168
11,left,intoxicated,left,0.367353581
11,left,intoxicated,right,0.340111639
11,left,intoxicated,right,0.331201451
11,right,intoxicated,left,0.350575277
11,right,hangover,right,0.368518202
11,left,intoxicated,left,0.35149504
11,right,intoxicated,right,0.678542667
11,right,hangover,left,0.774596983
11,right,intoxicated,left,0.34466496
11,right,hangover,right,0.394545937
11,left,intoxicated,right,0.405614483
11,right,intoxicated,right,0.612434244
11,right,hangover,left,0.381080979
11,right,intoxicated,left,0.399141946
11,right,hangover,left,0.38949333
11,right,hangover,left,0.377855377
11,right,hangover,right,0.356947344
11,right,intoxicated,left,0.425711718
11,right,intoxicated,right,0.467776832
11,left,intoxicated,left,0.314364781
11,right,intoxicated,left,0.403634617
11,right,intoxicated,left,0.327393556
11,right,hangover,right,0.389808016
11,left,intoxicated,left,0.386183508
11,left,intoxicated,right,0.559048792
11,right,intoxicated,right,0.325902069
11,right,hangover,right,0.39909806
11,right,intoxicated,right,0.702151782
11,right,intoxicated,right,0.373979932
11,right,hangover,left,0.361219933
11,left,intoxicated,left,0.423873645
11,left,hangover,right,0.423834988
11,left,hangover,right,0.392629997
11,left,intoxicated,left,0.371521302
11,right,hangover,right,0.351369283
11,right,hangover,right,0.422028615
11,left,hangover,right,0.500240019
11,left,hangover,left,0.710792117
11,left,hangover,left,0.319074094
11,right,hangover,right,0.434200724
11,right,intoxicated,right,0.768521757
11,left,intoxicated,left,0.832647442
11,left,hangover,right,0.757471137
11,left,intoxicated,right,0.48041159
11,left,hangover,right,0.481722625
11,left,hangover,right,0.391536973
11,left,hangover,left,0.535187627
11,left,hangover,right,0.347686817
11,left,intoxicated,right,0.682642751
11,left,intoxicated,left,0.371043077
11,left,hangover,right,0.443982787
11,right,intoxicated,right,0.357720477
11,left,hangover,right,0.357392734
11,left,hangover,left,0.485882802
11,right,hangover,left,0.462072373
11,left,intoxicated,left,0.336110118
11,left,intoxicated,left,0.369249271
11,left,hangover,left,0.566258651
11,right,intoxicated,left,0.695857002
11,left,hangover,right,0.448046787
11,right,hangover,left,0.514191544
11,right,hangover,right,0.414044906
11,left,hangover,right,0.35879361
11,left,hangover,right,0.404345537
11,left,hangover,right,0.332881907
11,right,hangover,left,0.411715092
11,right,hangover,left,0.425683397
11,right,hangover,right,0.545559697
11,right,hangover,left,0.409928001
11,right,intoxicated,left,0.458654745
11,left,intoxicated,right,0.325442873
11,left,intoxicated,left,0.568569343
11,right,hangover,right,0.641773745
11,right,intoxicated,right,0.361147947
11,right,intoxicated,left,0.84004739
11,left,intoxicated,left,0.342096904
11,left,intoxicated,left,0.342292353
11,left,intoxicated,right,0.361124359
11,right,hangover,right,0.547478743
11,right,intoxicated,left,0.590470966
11,left,hangover,left,0.339132657
11,left,hangover,right,0.46142508
11,left,hangover,right,0.506414425
11,left,hangover,left,0.396407917
11,right,hangover,left,0.873885239
11,right,intoxicated,right,0.50802019
11,left,intoxicated,left,0.445543642
11,left,hangover,right,0.358492228
11,left,intoxicated,left,0.310210556
11,right,hangover,left,0.318873021
11,left,intoxicated,left,0.39544661
11,left,hangover,left,0.64263191
11,left,intoxicated,left,0.360627353
11,left,intoxicated,right,0.508403326
11,left,intoxicated,right,0.364666571
11,left,intoxicated,left,0.348479448
11,right,intoxicated,right,0.342489759
11,left,hangover,right,0.32640632
11,left,intoxicated,left,0.317366664
11,right,hangover,right,0.437553304
11,left,intoxicated,left,0.419000017
11,left,hangover,left,0.353639043
11,left,intoxicated,left,0.383672325
11,right,intoxicated,right,0.330619144
11,right,hangover,left,0.305294566
11,right,hangover,left,0.454099901
11,left,hangover,left,0.372033981
11,right,intoxicated,left,0.453949294
11,left,hangover,right,0.364139176
11,left,hangover,right,0.468736468
11,right,hangover,right,0.408055707
11,right,hangover,right,0.373761583
11,left,hangover,left,0.731480687
11,left,intoxicated,left,0.568400104
11,right,hangover,left,0.41703831
11,right,intoxicated,right,0.387127724
11,left,hangover,left,0.299550775
11,left,hangover,left,0.316367961
11,right,intoxicated,right,0.331585215
11,right,intoxicated,right,0.488461334
11,right,intoxicated,right,0.420851778
11,left,intoxicated,left,0.359289707
11,left,intoxicated,left,0.328621229
11,right,hangover,right,0.409485042
11,right,hangover,right,0.322288128
11,right,hangover,left,0.416432889
11,right,intoxicated,right,0.446673148
11,right,intoxicated,right,0.716702612
11,left,hangover,left,0.356261891
11,right,hangover,right,0.372940667
11,left,hangover,left,0.370221083
11,left,hangover,left,0.367670959
11,left,hangover,right,0.322706669
11,left,intoxicated,left,0.291324412
11,right,intoxicated,right,0.441698474
11,right,intoxicated,right,0.396931194
11,right,hangover,right,0.401925317
11,right,intoxicated,left,0.330670192
11,left,intoxicated,right,0.36172236
11,left,intoxicated,left,0.441286011
11,right,hangover,right,0.654244936
11,right,hangover,right,0.388502719
11,left,hangover,right,0.494922176
11,left,hangover,right,0.447249947
11,left,intoxicated,left,0.37675598
11,right,intoxicated,left,0.428439373
11,right,intoxicated,right,0.684105297
11,right,intoxicated,right,0.306232024
11,left,intoxicated,right,0.417641068
11,left,hangover,left,0.625007424
11,right,intoxicated,right,0.377973284
11,left,hangover,left,0.354919736
11,right,intoxicated,left,0.33726971
11,right,intoxicated,left,0.331836276
11,right,intoxicated,left,0.324949034
11,left,hangover,right,0.363584412
11,right,intoxicated,right,0.384709089
11,right,hangover,right,0.29723584
11,right,hangover,right,0.41455817
11,left,hangover,right,0.3226876
11,right,hangover,right,0.504333256
11,left,hangover,left,0.321222697
11,left,hangover,right,1.020637493
11,left,intoxicated,left,0.654711849
11,right,intoxicated,right,0.371262642
11,right,intoxicated,right,0.451756118
11,right,hangover,left,0.35992105
11,left,intoxicated,left,0.660739139
11,right,hangover,left,0.415254969
11,left,intoxicated,right,0.551600822
11,left,hangover,left,0.454550496
11,left,hangover,left,0.320751136
11,right,hangover,right,0.369054598
11,right,intoxicated,right,0.309526953
11,left,hangover,left,1.082856242
11,left,intoxicated,left,0.789221103
11,left,hangover,right,0.886794937
11,right,hangover,left,0.443902968
11,left,intoxicated,left,0.568973134
11,right,intoxicated,right,0.637381917
11,left,intoxicated,right,0.342866558
11,left,hangover,left,0.374575742
11,left,hangover,left,0.385032348
11,right,hangover,right,0.343435643
11,left,intoxicated,left,0.303683255
11,right,hangover,right,0.379970878
11,right,intoxicated,right,0.382235126
11,right,hangover,right,0.307074248
11,right,hangover,right,0.491686375
11,left,hangover,left,0.457643778
11,right,hangover,right,0.353317417
11,left,intoxicated,left,0.388995554
11,right,hangover,right,0.526001446
11,right,intoxicated,right,0.418187545
11,right,hangover,left,0.514904833
11,right,intoxicated,right,0.3716954
11,left,intoxicated,left,0.368481846
11,right,intoxicated,left,0.475176823
11,left,intoxicated,left,0.341696952
11,right,hangover,left,0.311041221
11,left,hangover,left,0.310321942
11,right,hangover,left,0.502559561
11,left,intoxicated,left,0.430920822
11,left,hangover,left,0.564539048
11,left,intoxicated,left,0.534051655
11,left,intoxicated,left,0.334717951
11,left,intoxicated,left,0.690351474
11,right,intoxicated,left,0.480856564
11,right,intoxicated,right,0.437981482
11,left,hangover,right,0.321700887
11,right,hangover,right,0.766502352
11,right,intoxicated,right,0.426409502
11,right,hangover,left,0.349867799
11,left,intoxicated,right,0.330169411
11,right,intoxicated,left,0.713967512
11,left,intoxicated,left,0.428663664
11,right,intoxicated,right,0.312598768
11,right,hangover,right,0.392349444
11,right,intoxicated,right,0.339054532
11,right,intoxicated,right,0.357209036
11,left,hangover,right,0.324917206
11,right,hangover,left,0.689624037
11,right,hangover,left,0.310998541
11,left,hangover,right,0.359359173
11,right,intoxicated,left,0.346704398
11,right,hangover,right,0.433366403
11,right,hangover,right,0.398746617
11,left,intoxicated,right,0.47984557
11,right,intoxicated,left,0.458194754
11,left,intoxicated,left,0.311691257
11,right,intoxicated,left,0.312893656
11,left,intoxicated,left,0.310323387
11,left,intoxicated,left,0.588353343
11,right,intoxicated,left,0.603252928
11,right,hangover,right,0.696233026
11,left,intoxicated,left,0.339386199
11,left,hangover,right,0.330540453
11,right,intoxicated,left,0.332327218
11,right,hangover,left,0.410354711
11,right,hangover,left,0.338642609
11,right,hangover,left,0.33110825
11,left,hangover,right,0.332927821
11,right,intoxicated,right,0.492851991
11,right,hangover,right,0.338526043
11,left,hangover,left,0.343821631
11,left,hangover,left,0.380488332
11,left,intoxicated,left,0.32999381
11,left,hangover,left,0.571004078
11,right,intoxicated,right,0.344384344
11,left,hangover,left,0.323043547
11,left,hangover,right,0.380494918
11,right,hangover,left,0.711646505
11,right,intoxicated,right,0.304385908
11,left,hangover,left,0.654011973
11,right,intoxicated,right,0.315221669
11,right,hangover,left,0.53501609
11,right,hangover,right,0.378462143
11,left,intoxicated,right,0.330051441
11,right,hangover,left,0.342914013
11,right,hangover,left,0.484129485
11,right,intoxicated,right,0.399138457
11,left,intoxicated,right,0.356813286
11,right,hangover,left,0.401572836
11,right,intoxicated,right,0.512926047
11,left,hangover,right,0.394542926
11,left,intoxicated,right,0.413058729
11,right,intoxicated,left,0.499339683
11,right,hangover,right,0.519909166
11,right,intoxicated,right,0.506474735
11,left,hangover,left,0.460155137
11,left,intoxicated,right,0.362687565
11,left,intoxicated,left,0.407728847
11,left,hangover,left,0.394246851
11,left,intoxicated,left,0.437041915
11,right,intoxicated,right,0.321866214
11,right,hangover,left,0.344235379
11,left,intoxicated,left,0.329011885
11,right,hangover,right,0.348917638
11,left,intoxicated,left,0.44994714
11,left,hangover,right,0.33863324
11,left,intoxicated,left,0.601426894
11,right,hangover,right,0.372134241
11,right,hangover,left,0.520389366
11,left,intoxicated,right,0.345928622
11,left,intoxicated,left,0.463115965
11,right,intoxicated,right,0.41084073
11,right,hangover,left,0.437257945
11,left,intoxicated,left,0.422469546
11,right,hangover,right,0.543197524
11,left,intoxicated,left,0.448985433
11,right,hangover,right,0.353518618
11,right,hangover,left,0.533051475
11,right,intoxicated,right,0.468834071
11,right,intoxicated,right,0.394591097
11,right,intoxicated,left,0.356085033
11,right,intoxicated,right,0.378346098
11,right,hangover,right,0.297407669
11,left,intoxicated,left,0.369237897
11,left,hangover,right,0.301272984
11,right,hangover,right,0.343646975
11,right,hangover,left,0.424589383
11,left,intoxicated,left,0.38155874
11,left,intoxicated,left,0.31220974
11,right,hangover,right,0.364195752
11,left,intoxicated,left,0.3576901
11,right,intoxicated,left,0.458788288
11,right,hangover,left,0.368818901
11,left,hangover,right,0.298490098
11,left,intoxicated,left,0.355615397
11,left,intoxicated,left,0.518158386
11,right,intoxicated,right,0.414844603
11,left,hangover,left,0.381259917
11,left,hangover,right,0.432226652
11,left,intoxicated,right,0.408917159
11,left,hangover,left,0.348731275
11,right,intoxicated,left,0.325382031
11,left,intoxicated,left,0.477498554
11,left,intoxicated,right,0.554471594
11,left,intoxicated,left,0.594876657
11,right,intoxicated,left,0.593461055
11,right,intoxicated,right,0.306071948
11,left,intoxicated,left,0.354687892
11,right,intoxicated,right,0.349400005
11,right,hangover,right,0.355481301
11,left,intoxicated,left,0.388056414
11,left,hangover,right,0.417470459
11,right,hangover,right,0.376369894
11,right,intoxicated,right,0.437764137
11,right,intoxicated,right,0.327384256
11,left,intoxicated,right,0.493061637
11,right,intoxicated,right,0.401309842
11,left,intoxicated,left,0.316646758
11,right,hangover,right,0.840063501
11,left,intoxicated,right,0.562780062
11,right,hangover,left,0.448776608
11,left,intoxicated,left,0.324204917
11,right,intoxicated,right,0.682245843
11,right,intoxicated,left,0.404966369
11,left,hangover,left,0.340565049
11,left,intoxicated,left,0.36103903
11,left,hangover,left,0.423214916
11,right,intoxicated,left,0.522260301
11,left,hangover,left,0.425625587
11,left,intoxicated,left,0.687185519
11,left,intoxicated,right,0.440162167
11,left,hangover,left,0.351384056
11,right,hangover,left,0.349833084
11,right,intoxicated,right,0.614415016
11,left,intoxicated,right,0.303288369
11,left,hangover,right,0.526734672
11,left,intoxicated,left,0.352269238
11,right,hangover,right,0.369247409
12,left,hangover,left,0.605898503
