subjects,S,condition,R,rt,correct
10,left,intoxicated,left,0.558125304,1
10,left,intoxicated,left,0.411848637,1
10,left,intoxicated,left,0.357608424,1
10,left,intoxicated,left,0.449454768,1
10,right,intoxicated,right,0.342499212,1
10,right,intoxicated,right,0.376734737,1
10,left,intoxicated,right,0.387560861,0
10,left,intoxicated,left,0.395104851,1
10,left,intoxicated,left,0.473782317,1
10,right,intoxicated,right,0.383030973,1
10,left,intoxicated,right,0.364590601,0
10,left,intoxicated,left,0.343935664,1
10,left,intoxicated,left,0.525626827,1
10,left,intoxicated,left,0.304648105,1
10,right,intoxicated,right,0.541378652,1
10,right,intoxicated,right,0.630593137,1
10,right,intoxicated,right,0.381130158,1
10,left,intoxicated,left,0.350119454,1
10,right,intoxicated,right,0.380851774,1
10,left,intoxicated,left,0.310023397,1
10,right,intoxicated,left,0.421677718,0
10,left,intoxicated,left,0.354223025,1
10,left,intoxicated,left,0.52387868,1
10,left,intoxicated,right,0.348037481,0
10,left,intoxicated,left,0.346300665,1
10,left,intoxicated,left,0.320607853,1
10,right,intoxicated,right,0.680651017,1
10,right,intoxicated,right,0.349533676,1
10,left,intoxicated,left,0.431957399,1
10,right,intoxicated,right,0.570952177,1
10,left,intoxicated,left,0.396910319,1
10,left,intoxicated,left,0.306335465,1
10,left,intoxicated,left,0.332540555,1
10,right,intoxicated,right,0.435690728,1
10,left,intoxicated,left,0.424416472,1
10,right,intoxicated,right,0.323219535,1
10,left,intoxicated,right,0.458265441,0
10,left,intoxicated,right,0.30429023,0
10,right,intoxicated,left,0.348041543,0
10,left,intoxicated,left,0.429984411,1
10,right,intoxicated,left,0.314274233,0
10,left,intoxicated,right,0.537194205,0
10,right,intoxicated,right,0.489377502,1
10,left,intoxicated,left,0.335733961,1
10,left,intoxicated,left,0.44049895,1
10,right,intoxicated,right,0.403784319,1
10,right,intoxicated,right,0.516614951,1
10,left,intoxicated,right,0.407280105,0
10,right,intoxicated,left,0.350653525,0
10,right,intoxicated,right,0.324844344,1
10,left,intoxicated,left,0.312771346,1
10,left,intoxicated,left,0.314864214,1
10,right,intoxicated,right,0.360572859,1
10,right,intoxicated,right,0.441240082,1
10,left,intoxicated,right,0.339211894,0
10,right,intoxicated,right,0.309621028,1
10,right,intoxicated,left,0.438294604,0
10,right,intoxicated,left,0.331375209,0
10,right,intoxicated,right,0.329149922,1
10,left,intoxicated,left,0.417689798,1
10,right,intoxicated,right,0.310952952,1
10,right,intoxicated,left,0.342792411,0
10,left,intoxicated,right,0.648587549,0
10,left,intoxicated,right,0.594509019,0
10,left,intoxicated,left,0.346859354,1
10,right,intoxicated,left,0.392147715,0
10,right,intoxicated,right,0.350840165,1
10,right,intoxicated,left,0.410588438,0
10,left,intoxicated,left,0.382308831,1
10,right,intoxicated,right,0.360021775,1
10,right,intoxicated,left,0.341424621,0
10,right,intoxicated,right,0.396079064,1
10,right,intoxicated,right,0.405628029,1
10,left,intoxicated,left,0.352345084,1
10,left,intoxicated,left,0.316087521,1
10,left,intoxicated,left,0.406784035,1
10,right,intoxicated,right,0.383190553,1
10,right,intoxicated,right,0.396928617,1
10,right,intoxicated,left,0.448906844,0
10,left,intoxicated,left,0.356344634,1
10,right,intoxicated,right,0.606973295,1
10,left,intoxicated,left,0.48770855,1
10,left,intoxicated,left,0.374734526,1
10,left,intoxicated,left,0.341799253,1
10,left,intoxicated,left,0.489868172,1
10,right,intoxicated,left,0.630857623,0
10,right,intoxicated,right,0.342597871,1
10,right,intoxicated,left,0.719581665,0
10,right,intoxicated,right,0.814292567,1
10,left,intoxicated,left,0.376080531,1
10,right,intoxicated,right,0.402666491,1
10,left,intoxicated,left,0.398765401,1
10,left,intoxicated,left,0.379501806,1
10,left,intoxicated,left,0.355951696,1
10,right,intoxicated,right,0.39516258,1
10,left,intoxicated,left,0.412313812,1
10,right,intoxicated,right,0.306989938,1
10,right,intoxicated,left,0.371598159,0
10,right,intoxicated,left,0.359403803,0
10,left,intoxicated,right,0.350483316,0
10,right,intoxicated,left,0.687878923,0
10,left,intoxicated,left,0.346195571,1
10,right,intoxicated,right,0.345896662,1
10,right,intoxicated,right,0.334410984,1
10,right,intoxicated,right,0.518275916,1
10,right,intoxicated,left,0.345971765,0
10,left,intoxicated,right,0.530847377,0
10,left,intoxicated,left,0.37697292,1
10,left,intoxicated,right,0.342682473,0
10,right,intoxicated,right,0.393743117,1
10,left,intoxicated,left,0.583718417,1
10,right,intoxicated,left,0.484493662,0
10,left,intoxicated,left,0.412642198,1
10,left,intoxicated,right,0.466560536,0
10,left,intoxicated,left,0.334537331,1
10,right,intoxicated,right,0.456196554,1
10,right,intoxicated,left,0.446804287,0
10,left,intoxicated,left,0.331801208,1
10,left,intoxicated,left,0.377640177,1
11,right,intoxicated,right,0.30319842,1
11,left,intoxicated,left,0.329398962,1
11,right,intoxicated,right,0.321304199,1
11,left,intoxicated,left,0.308256856,1
11,right,intoxicated,left,0.366957579,0
11,right,intoxicated,left,0.339320229,0
11,right,intoxicated,right,0.527401964,1
11,left,intoxicated,right,0.797558766,0
11,right,intoxicated,right,0.443156739,1
11,right,intoxicated,left,0.470188352,0
11,left,intoxicated,left,0.51212603,1
11,right,intoxicated,left,0.405058415,0
11,left,intoxicated,left,0.36555126,1
11,right,intoxicated,right,0.354712339,1
11,left,intoxicated,left,0.307303871,1
11,right,intoxicated,right,0.312494512,1
11,right,intoxicated,left,0.322617661,0
11,right,intoxicated,right,0.391951795,1
11,right,intoxicated,right,0.443576382,1
11,right,intoxicated,right,0.322079115,1
11,left,intoxicated,right,0.513155329,0
11,left,intoxicated,left,0.326713028,1
11,right,intoxicated,right,0.323555096,1
11,left,intoxicated,left,0.317539295,1
11,left,intoxicated,left,0.463427995,1
11,left,intoxicated,left,0.387204366,1
11,right,intoxicated,right,0.301729675,1
11,right,intoxicated,right,0.334922419,1
11,right,intoxicated,right,0.569397924,1
11,left,intoxicated,right,0.450190434,0
11,right,intoxicated,left,0.425541165,0
11,left,intoxicated,left,0.347216984,1
11,left,intoxicated,left,0.461955292,1
11,right,intoxicated,right,0.305525411,1
11,right,intoxicated,left,0.323600453,0
11,right,intoxicated,right,0.29698181,1
11,right,intoxicated,right,0.329561937,1
11,left,intoxicated,left,0.29537471,1
11,right,intoxicated,right,0.383097751,1
11,right,intoxicated,right,0.777862196,1
11,right,intoxicated,right,0.356584564,1
11,right,intoxicated,right,0.350207958,1
11,left,intoxicated,left,0.406857326,1
11,left,intoxicated,left,0.478160029,1
11,right,intoxicated,right,0.49295069,1
11,left,intoxicated,left,0.359989352,1
11,left,intoxicated,right,0.440011589,0
11,left,intoxicated,left,0.451003778,1
11,left,intoxicated,left,0.367353581,1
11,left,intoxicated,right,0.340111639,0
11,left,intoxicated,right,0.331201451,0
11,right,intoxicated,left,0.350575277,0
11,left,intoxicated,left,0.35149504,1
11,right,intoxicated,right,0.678542667,1
11,right,intoxicated,left,0.34466496,0
11,left,intoxicated,right,0.405614483,0
11,right,intoxicated,right,0.612434244,1
11,right,intoxicated,left,0.399141946,0
11,right,intoxicated,left,0.425711718,0
11,right,intoxicated,right,0.467776832,1
11,left,intoxicated,left,0.314364781,1
11,right,intoxicated,left,0.403634617,0
11,right,intoxicated,left,0.327393556,0
11,left,intoxicated,left,0.386183508,1
11,left,intoxicated,right,0.559048792,0
11,right,intoxicated,right,0.325902069,1
11,right,intoxicated,right,0.702151782,1
11,right,intoxicated,right,0.373979932,1
11,left,intoxicated,left,0.423873645,1
11,left,intoxicated,left,0.371521302,1
11,right,intoxicated,right,0.768521757,1
11,left,intoxicated,left,0.832647442,1
11,left,intoxicated,right,0.48041159,0
11,left,intoxicated,right,0.682642751,0
11,left,intoxicated,left,0.371043077,1
11,right,intoxicated,right,0.357720477,1
11,left,intoxicated,left,0.336110118,1
11,left,intoxicated,left,0.369249271,1
11,right,intoxicated,left,0.695857002,0
11,right,intoxicated,left,0.458654745,0
11,left,intoxicated,right,0.325442873,0
11,left,intoxicated,left,0.568569343,1
11,right,intoxicated,right,0.361147947,1
11,right,intoxicated,left,0.84004739,0
11,left,intoxicated,left,0.342096904,1
11,left,intoxicated,left,0.342292353,1
11,left,intoxicated,right,0.361124359,0
11,right,intoxicated,left,0.590470966,0
11,right,intoxicated,right,0.50802019,1
11,left,intoxicated,left,0.445543642,1
11,left,intoxicated,left,0.310210556,1
11,left,intoxicated,left,0.39544661,1
11,left,intoxicated,left,0.360627353,1
11,left,intoxicated,right,0.508403326,0
11,left,intoxicated,right,0.364666571,0
11,left,intoxicated,left,0.348479448,1
11,right,intoxicated,right,0.342489759,1
11,left,intoxicated,left,0.317366664,1
11,left,intoxicated,left,0.419000017,1
11,left,intoxicated,left,0.383672325,1
11,right,intoxicated,right,0.330619144,1
11,right,intoxicated,left,0.453949294,0
11,left,intoxicated,left,0.568400104,1
11,right,intoxicated,right,0.387127724,1
11,right,intoxicated,right,0.331585215,1
11,right,intoxicated,right,0.488461334,1
11,right,intoxicated,right,0.420851778,1
11,left,intoxicated,left,0.359289707,1
11,left,intoxicated,left,0.328621229,1
11,right,intoxicated,right,0.446673148,1
11,right,intoxicated,right,0.716702612,1
11,left,intoxicated,left,0.291324412,1
11,right,intoxicated,right,0.441698474,1
11,right,intoxicated,right,0.396931194,1
11,right,intoxicated,left,0.330670192,0
11,left,intoxicated,right,0.36172236,0
11,left,intoxicated,left,0.441286011,1
11,left,intoxicated,left,0.37675598,1
11,right,intoxicated,left,0.428439373,0
11,right,intoxicated,right,0.684105297,1
11,right,intoxicated,right,0.306232024,1
11,left,intoxicated,right,0.417641068,0
11,right,intoxicated,right,0.377973284,1
11,right,intoxicated,left,0.33726971,0
11,right,intoxicated,left,0.331836276,0
11,right,intoxicated,left,0.324949034,0
11,right,intoxicated,right,0.384709089,1
11,left,intoxicated,left,0.654711849,1
11,right,intoxicated,right,0.371262642,1
11,right,intoxicated,right,0.451756118,1
11,left,intoxicated,left,0.660739139,1
11,left,intoxicated,right,0.551600822,0
11,right,intoxicated,right,0.309526953,1
11,left,intoxicated,left,0.789221103,1
11,left,intoxicated,left,0.568973134,1
11,right,intoxicated,right,0.637381917,1
11,left,intoxicated,right,0.342866558,0
11,left,intoxicated,left,0.303683255,1
11,right,intoxicated,right,0.382235126,1
11,left,intoxicated,left,0.388995554,1
11,right,intoxicated,right,0.418187545,1
11,right,intoxicated,right,0.3716954,1
11,left,intoxicated,left,0.368481846,1
11,right,intoxicated,left,0.475176823,0
11,left,intoxicated,left,0.341696952,1
11,left,intoxicated,left,0.430920822,1
11,left,intoxicated,left,0.534051655,1
11,left,intoxicated,left,0.334717951,1
11,left,intoxicated,left,0.690351474,1
11,right,intoxicated,left,0.480856564,0
11,right,intoxicated,right,0.437981482,1
11,right,intoxicated,right,0.426409502,1
11,left,intoxicated,right,0.330169411,0
11,right,intoxicated,left,0.713967512,0
11,left,intoxicated,left,0.428663664,1
11,right,intoxicated,right,0.312598768,1
11,right,intoxicated,right,0.339054532,1
11,right,intoxicated,right,0.357209036,1
11,right,intoxicated,left,0.346704398,0
11,left,intoxicated,right,0.47984557,0
11,right,intoxicated,left,0.458194754,0
11,left,intoxicated,left,0.311691257,1
11,right,intoxicated,left,0.312893656,0
11,left,intoxicated,left,0.310323387,1
11,left,intoxicated,left,0.588353343,1
11,right,intoxicated,left,0.603252928,0
11,left,intoxicated,left,0.339386199,1
11,right,intoxicated,left,0.332327218,0
11,right,intoxicated,right,0.492851991,1
11,left,intoxicated,left,0.32999381,1
11,right,intoxicated,right,0.344384344,1
11,right,intoxicated,right,0.304385908,1
11,right,intoxicated,right,0.315221669,1
11,left,intoxicated,right,0.330051441,0
11,right,intoxicated,right,0.399138457,1
11,left,intoxicated,right,0.356813286,0
11,right,intoxicated,right,0.512926047,1
11,left,intoxicated,right,0.413058729,0
11,right,intoxicated,left,0.499339683,0
11,right,intoxicated,right,0.506474735,1
11,left,intoxicated,right,0.362687565,0
11,left,intoxicated,left,0.407728847,1
11,left,intoxicated,left,0.437041915,1
11,right,intoxicated,right,0.321866214,1
11,left,intoxicated,left,0.329011885,1
11,left,intoxicated,left,0.44994714,1
11,left,intoxicated,left,0.601426894,1
11,left,intoxicated,right,0.345928622,0
11,left,intoxicated,left,0.463115965,1
11,right,intoxicated,right,0.41084073,1
11,left,intoxicated,left,0.422469546,1
11,left,intoxicated,left,0.448985433,1
11,right,intoxicated,right,0.468834071,1
11,right,intoxicated,right,0.394591097,1
11,right,intoxicated,left,0.356085033,0
11,right,intoxicated,right,0.378346098,1
11,left,intoxicated,left,0.369237897,1
11,left,intoxicated,left,0.38155874,1
11,left,intoxicated,left,0.31220974,1
11,left,intoxicated,left,0.3576901,1
11,right,intoxicated,left,0.458788288,0
11,left,intoxicated,left,0.355615397,1
11,left,intoxicated,left,0.518158386,1
11,right,intoxicated,right,0.414844603,1
11,left,intoxicated,right,0.408917159,0
11,right,intoxicated,left,0.325382031,0
11,left,intoxicated,left,0.477498554,1
11,left,intoxicated,right,0.554471594,0
11,left,intoxicated,left,0.594876657,1
11,right,intoxicated,left,0.593461055,0
11,right,intoxicated,right,0.306071948,1
11,left,intoxicated,left,0.354687892,1
11,right,intoxicated,right,0.349400005,1
11,left,intoxicated,left,0.388056414,1
11,right,intoxicated,right,0.437764137,1
11,right,intoxicated,right,0.327384256,1
11,left,intoxicated,right,0.493061637,0
11,right,intoxicated,right,0.401309842,1
11,left,intoxicated,left,0.316646758,1
11,left,intoxicated,right,0.562780062,0
11,left,intoxicated,left,0.324204917,1
11,right,intoxicated,right,0.682245843,1
11,right,intoxicated,left,0.404966369,0
11,left,intoxicated,left,0.36103903,1
11,right,intoxicated,left,0.522260301,0
11,left,intoxicated,left,0.687185519,1
11,left,intoxicated,right,0.440162167,0
11,right,intoxicated,right,0.614415016,1
11,left,intoxicated,right,0.303288369,0
11,left,intoxicated,left,0.352269238,1
12,right,intoxicated,right,0.489740443,1
12,left,intoxicated,left,0.612419682,1
12,right,intoxicated,left,0.445986214,0
12,right,intoxicated,right,0.691519716,1
12,left,intoxicated,right,0.597932049,0
12,left,intoxicated,left,0.783091767,1
12,right,intoxicated,right,0.420417928,1
12,left,intoxicated,right,0.580663951,0
12,left,intoxicated,left,0.436636821,1
12,left,intoxicated,left,0.431381733,1
12,right,intoxicated,right,0.441950367,1
12,left,intoxicated,left,0.546717389,1
12,left,intoxicated,left,0.477346662,1
12,right,intoxicated,right,0.690141047,1
12,left,intoxicated,left,0.796087472,1
12,left,intoxicated,right,0.391542344,0
12,right,intoxicated,right,0.501176211,1
12,right,intoxicated,right,0.540982567,1
12,left,intoxicated,left,0.459105999,1
12,right,intoxicated,right,0.39378652,1
12,right,intoxicated,right,0.389495905,1
12,left,intoxicated,right,0.671278085,0
12,left,intoxicated,right,0.71202333,0
12,left,intoxicated,left,0.384814531,1
12,right,intoxicated,right,0.395684976,1
12,right,intoxicated,right,0.496333305,1
12,right,intoxicated,left,0.540104517,0
12,left,intoxicated,right,0.489496208,0
12,left,intoxicated,left,0.51217332,1
12,left,intoxicated,left,0.43196647,1
12,right,intoxicated,right,0.498697656,1
12,left,intoxicated,right,0.444738965,0
12,left,intoxicated,left,0.40877669,1
12,left,intoxicated,left,0.469361031,1
12,left,intoxicated,left,0.535775695,1
12,left,intoxicated,right,0.40662463,0
12,right,intoxicated,right,0.456379606,1
12,right,intoxicated,left,0.561068492,0
12,left,intoxicated,left,0.532413453,1
12,left,intoxicated,right,0.35925684,0
12,right,intoxicated,right,0.390731711,1
12,left,intoxicated,right,0.56422068,0
12,right,intoxicated,left,0.403325818,0
12,right,intoxicated,left,0.372083384,0
12,right,intoxicated,right,0.352554554,1
12,right,intoxicated,right,0.371053322,1
12,left,intoxicated,right,0.396986054,0
12,right,intoxicated,right,0.422198216,1
12,left,intoxicated,left,0.543953065,1
12,left,intoxicated,left,0.37613514,1
12,right,intoxicated,right,0.389517815,1
12,left,intoxicated,left,0.502704012,1
12,left,intoxicated,left,0.635789524,1
12,left,intoxicated,right,0.361716254,0
12,left,intoxicated,right,0.351254529,0
12,right,intoxicated,right,0.545198539,1
12,right,intoxicated,right,0.69009148,1
12,right,intoxicated,right,0.366153922,1
12,right,intoxicated,left,0.508450499,0
12,right,intoxicated,right,0.714274749,1
12,left,intoxicated,right,0.375357365,0
12,right,intoxicated,right,0.416001831,1
12,right,intoxicated,left,0.408826021,0
12,right,intoxicated,left,0.705241909,0
12,right,intoxicated,right,0.438237338,1
12,right,intoxicated,right,0.765412523,1
12,left,intoxicated,right,0.344909014,0
12,right,intoxicated,right,0.399547444,1
12,right,intoxicated,right,0.449448479,1
12,right,intoxicated,right,0.407215654,1
12,right,intoxicated,right,0.394981026,1
12,left,intoxicated,left,0.436234293,1
12,left,intoxicated,left,0.458922505,1
12,left,intoxicated,left,0.497211224,1
12,left,intoxicated,left,0.388010968,1
12,right,intoxicated,left,0.535708707,0
12,left,intoxicated,right,0.432376812,0
12,left,intoxicated,right,0.411440471,0
12,right,intoxicated,right,0.661732919,1
12,right,intoxicated,right,0.411482279,1
12,right,intoxicated,right,0.607917389,1
12,right,intoxicated,left,0.384429029,0
12,left,intoxicated,left,0.422500116,1
12,left,intoxicated,left,0.645031966,1
12,right,intoxicated,right,0.482142762,1
12,left,intoxicated,left,0.737575713,1
12,right,intoxicated,left,0.502756614,0
12,left,intoxicated,left,0.526203883,1
12,left,intoxicated,right,0.508253209,0
12,right,intoxicated,right,0.676615788,1
12,right,intoxicated,right,0.851531239,1
12,left,intoxicated,left,0.405157301,1
12,left,intoxicated,right,0.44092525,0
12,right,intoxicated,left,0.3549804,0
12,right,intoxicated,right,0.40944059,1
12,right,intoxicated,right,0.443320143,1
12,right,intoxicated,left,0.486991947,0
12,left,intoxicated,right,0.558425666,0
12,right,intoxicated,right,0.4318914,1
12,left,intoxicated,left,0.556957557,1
12,left,intoxicated,right,0.431343274,0
12,left,intoxicated,right,0.432359613,0
12,left,intoxicated,left,0.502297163,1
12,right,intoxicated,right,0.530508866,1
12,right,intoxicated,left,0.393902901,0
12,left,intoxicated,left,0.515079294,1
12,right,intoxicated,right,0.42557488,1
12,right,intoxicated,left,0.354462617,0
12,left,intoxicated,left,0.499992181,1
12,left,intoxicated,left,0.713933204,1
12,right,intoxicated,left,0.570941227,0
12,left,intoxicated,left,0.609832685,1
12,left,intoxicated,left,0.356214928,1
12,left,intoxicated,right,0.476068735,0
12,left,intoxicated,left,0.497945479,1
12,right,intoxicated,left,0.608090827,0
12,right,intoxicated,right,0.542034643,1
12,left,intoxicated,left,0.405928983,1
12,left,intoxicated,right,0.370163011,0
12,left,intoxicated,left,0.384857474,1
12,left,intoxicated,right,0.465617648,0
12,left,intoxicated,left,0.674994134,1
12,left,intoxicated,left,0.38526747,1
12,right,intoxicated,right,0.443256009,1
12,left,intoxicated,left,0.60147936,1
12,right,intoxicated,right,0.3858724,1
12,left,intoxicated,left,0.40106591,1
12,left,intoxicated,left,0.376600853,1
12,left,intoxicated,left,0.413981498,1
12,right,intoxicated,right,0.529171381,1
12,right,intoxicated,left,0.517932158,0
12,right,intoxicated,right,0.423585059,1
12,right,intoxicated,right,0.583494183,1
12,left,intoxicated,right,0.453519214,0
12,right,intoxicated,right,0.490646475,1
12,right,intoxicated,left,0.375199726,0
12,left,intoxicated,left,0.39548576,1
12,right,intoxicated,left,0.611608347,0
12,left,intoxicated,right,0.552535202,0
12,right,intoxicated,right,0.541459649,1
12,right,intoxicated,right,0.605690982,1
12,left,intoxicated,right,0.401076029,0
12,left,intoxicated,left,0.602912575,1
12,left,intoxicated,left,0.443592432,1
12,right,intoxicated,right,0.780033331,1
12,left,intoxicated,left,0.775177489,1
12,left,intoxicated,left,0.426707306,1
12,right,intoxicated,left,0.42788754,0
12,left,intoxicated,left,0.359080212,1
12,left,intoxicated,left,0.415544932,1
12,right,intoxicated,right,0.410511681,1
12,right,intoxicated,right,0.60555648,1
12,right,intoxicated,right,0.362694901,1
12,left,intoxicated,right,0.537029966,0
12,left,intoxicated,left,0.473284685,1
12,right,intoxicated,right,0.735921201,1
12,left,intoxicated,right,0.385038865,0
12,right,intoxicated,right,0.387402766,1
12,right,intoxicated,right,0.454456667,1
12,left,intoxicated,left,0.544389448,1
12,right,intoxicated,right,0.467714865,1
12,left,intoxicated,left,0.58653112,1
12,left,intoxicated,left,0.666031607,1
12,right,intoxicated,right,0.381314027,1
12,left,intoxicated,right,0.400923026,0
12,right,intoxicated,left,0.384754759,0
12,right,intoxicated,left,0.368732882,0
12,left,intoxicated,left,0.509111518,1
12,right,intoxicated,right,0.411013186,1
12,left,intoxicated,left,0.605031657,1
12,right,intoxicated,right,0.357323256,1
12,right,intoxicated,right,0.667802255,1
12,left,intoxicated,left,0.53214309,1
12,left,intoxicated,right,0.685543445,0
12,right,intoxicated,left,0.49922533,0
12,right,intoxicated,left,0.554775478,0
12,right,intoxicated,left,0.512874281,0
12,left,intoxicated,left,0.537267718,1
12,left,intoxicated,left,0.493876656,1
12,right,intoxicated,right,0.611211087,1
12,right,intoxicated,right,0.381474521,1
12,right,intoxicated,right,0.455756582,1
12,left,intoxicated,left,0.400198199,1
12,right,intoxicated,left,0.455976604,0
12,left,intoxicated,right,0.385177403,0
12,right,intoxicated,right,0.533225378,1
12,right,intoxicated,right,0.366128192,1
12,right,intoxicated,right,0.378652751,1
12,left,intoxicated,left,0.503711781,1
12,right,intoxicated,right,0.500730306,1
12,right,intoxicated,left,0.414213499,0
12,left,intoxicated,right,0.699398179,0
12,left,intoxicated,left,0.35922562,1
12,left,intoxicated,left,0.505218355,1
12,right,intoxicated,left,0.418014917,0
12,right,intoxicated,right,0.393921963,1
12,left,intoxicated,left,0.383487023,1
12,right,intoxicated,right,0.403151556,1
12,right,intoxicated,right,0.530741618,1
12,left,intoxicated,left,0.362186656,1
12,left,intoxicated,left,0.553931498,1
12,left,intoxicated,right,0.436011236,0
12,right,intoxicated,left,0.443495512,0
12,right,intoxicated,left,0.389177,0
12,right,intoxicated,right,0.356889401,1
12,right,intoxicated,right,0.515461423,1
12,left,intoxicated,right,0.664218419,0
12,right,intoxicated,right,0.527386039,1
12,right,intoxicated,left,0.35867093,0
12,left,intoxicated,right,0.607382717,0
12,left,intoxicated,right,0.653490448,0
12,right,intoxicated,right,0.434661273,1
12,left,intoxicated,left,0.464612295,1
12,left,intoxicated,left,0.519068095,1
12,left,intoxicated,right,0.383422953,0
12,right,intoxicated,left,0.524261239,0
12,left,intoxicated,left,0.509750165,1
12,left,intoxicated,left,0.363441576,1
12,left,intoxicated,left,0.730256128,1
12,left,intoxicated,right,0.423496706,0
12,right,intoxicated,left,0.44672393,0
12,right,intoxicated,right,0.486926091,1
12,left,intoxicated,right,0.356052608,0
12,left,intoxicated,left,0.388917652,1
12,right,intoxicated,left,0.3976815,0
12,left,intoxicated,left,0.440706015,1
